Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,RealDiv85,KERNEL_AIVEC,1,331,2.854,1764070214893757.235	,1764070214893760.089	
0,trans_TransData_44,KERNEL_AIVEC,1,332,3.583,1764070214893789.756	,1764070214893793.339	
0,Mul86,KERNEL_AIVEC,1,333,5.416,1764070215360717.235	,1764070215360722.651	
0,trans_TransData_45,KERNEL_AIVEC,1,334,5.312,1764070215905041.506	,1764070215905046.818	
0,Slice87,KERNEL_AIVEC,1,335,3.77,1764070215905097.548	,1764070215905101.318	
0,trans_TransData_48,KERNEL_AIVEC,1,336,3.541,1764070215905133.589	,1764070215905137.130	
0,N/A,MEMCPY_ASYNC,1,337,2.041,1764070216398880.506	,1764070216398882.547	
0,Add88,KERNEL_AIVEC,1,338,4.583,1764070216399003.110	,1764070216399007.693	
0,trans_TransData_49,KERNEL_AIVEC,1,339,3.27,1764070216399064.902	,1764070216399068.172	
0,trans_TransData_51,KERNEL_AIVEC,1,340,5.5,1764070216900197.673	,1764070216900203.173	
0,RealDiv89,KERNEL_AIVEC,1,341,2.625,1764070216900255.152	,1764070216900257.777	
0,trans_TransData_54,KERNEL_AIVEC,1,342,4.062,1764070216900289.569	,1764070216900293.631	
0,Mul86,KERNEL_AIVEC,1,343,3.25,1764070216900499.027	,1764070216900502.277	
0,N/A,MEMCPY_ASYNC,1,344,2.187,1764070217321331.464	,1764070217321333.651	
0,FloorDiv91,KERNEL_AIVEC,1,345,4.104,1764070217797981.589	,1764070217797985.693	
